status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,_range_flag,age_group,credit_amount_per_duration,credit_per_person
no checking account,12,existing credits paid back duly till now,domestic appliances,3077,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,52,none,own,1,skilled employee/official,1,yes,yes,1,False,"(50, 60]",256.4166666666667,3077.0
no checking account,24,existing credits paid back duly till now,car (new),3757,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,co-applicant,4,unknown/no property,62,none,for free,1,skilled employee/official,1,yes,yes,1,False,"(60, 100]",156.54166666666666,3757.0
no checking account,10,existing credits paid back duly till now,car (new),1418,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,35,none,rent,1,unskilled - resident,1,no,no,1,False,"(30, 40]",141.8,1418.0
no checking account,6,existing credits paid back duly till now,car (new),3518,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,3,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",586.3333333333334,3518.0
no checking account,12,critical account/other credits existing,domestic appliances,1934,... < 100 DM,... >= 7 years,2,male : single,none,2,unknown/no property,26,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",161.16666666666666,1934.0
0 <= ... < 200 DM,27,no credits taken/all credits paid back duly,others,8318,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,42,none,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(40, 50]",308.0740740740741,8318.0
no checking account,6,critical account/other credits existing,domestic appliances,1237,100 <= ... < 500 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",206.16666666666666,1237.0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,368,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,38,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",61.333333333333336,368.0
... < 100 DM,12,critical account/other credits existing,car (new),2122,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,39,none,rent,2,unskilled - resident,2,no,no,1,False,"(30, 40]",176.83333333333334,1061.0
... < 100 DM,24,existing credits paid back duly till now,radio/television,2996,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,4,car or other,20,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",124.83333333333333,2996.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,9034,100 <= ... < 500 DM,... < 1 year,4,male : single,co-applicant,1,unknown/no property,29,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(18, 30]",250.94444444444446,9034.0
no checking account,24,critical account/other credits existing,radio/television,1585,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,40,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",66.04166666666667,1585.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1301,... < 100 DM,... >= 7 years,4,male : married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1,no,yes,1,False,"(30, 40]",72.27777777777777,1301.0
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1323,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,car or other,28,none,own,2,skilled employee/official,2,yes,yes,1,False,"(18, 30]",220.5,661.5
... < 100 DM,24,existing credits paid back duly till now,car (new),3123,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",130.125,3123.0
... < 100 DM,36,existing credits paid back duly till now,car (used),5493,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,1,skilled employee/official,2,no,yes,1,False,"(40, 50]",152.58333333333334,2746.5
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,domestic appliances,1126,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,real estate,49,none,own,1,skilled employee/official,1,no,yes,1,False,"(40, 50]",125.11111111111111,1126.0
0 <= ... < 200 DM,24,critical account/other credits existing,domestic appliances,1216,100 <= ... < 500 DM,... < 1 year,4,male : single,none,4,unknown/no property,38,bank,own,2,skilled employee/official,2,no,yes,0,True,"(30, 40]",50.666666666666664,608.0
... < 100 DM,24,existing credits paid back duly till now,car (new),1207,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",50.291666666666664,1207.0
no checking account,10,existing credits paid back duly till now,car (new),1309,unknown/no savings account,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/life insurance,27,none,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",130.9,1309.0
... >= 200 DM / salary for at least 1 year,15,critical account/other credits existing,car (used),2360,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",157.33333333333334,2360.0
0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850,100 <= ... < 500 DM,unemployed,1,male : single,none,2,building society savings agreement/life insurance,34,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,True,"(30, 40]",456.6666666666667,3425.0
no checking account,24,existing credits paid back duly till now,domestic appliances,1413,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,building society savings agreement/life insurance,28,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",58.875,1413.0
no checking account,39,existing credits paid back duly till now,car (used),8588,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,2,car or other,45,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(40, 50]",220.2051282051282,8588.0
... < 100 DM,12,existing credits paid back duly till now,car (new),759,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,real estate,26,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",63.25,759.0
no checking account,36,existing credits paid back duly till now,car (used),4686,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,32,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",130.16666666666666,4686.0
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,others,2687,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",179.13333333333333,2687.0
0 <= ... < 200 DM,12,delay in paying off in the past,domestic appliances,585,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",48.75,585.0
no checking account,24,existing credits paid back duly till now,car (new),2255,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,54,none,own,1,skilled employee/official,1,no,yes,1,False,"(50, 60]",93.95833333333333,2255.0
... < 100 DM,6,critical account/other credits existing,car (new),609,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,no,1,False,"(30, 40]",101.5,609.0
... < 100 DM,6,critical account/other credits existing,car (new),1361,... < 100 DM,... < 1 year,2,male : single,none,4,real estate,40,none,own,1,unskilled - resident,2,no,no,1,False,"(30, 40]",226.83333333333334,680.5
no checking account,36,critical account/other credits existing,radio/television,7127,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,rent,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",197.97222222222223,7127.0
... < 100 DM,6,existing credits paid back duly till now,car (new),1203,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,43,none,own,1,skilled employee/official,1,yes,yes,1,False,"(40, 50]",200.5,1203.0
no checking account,6,critical account/other credits existing,domestic appliances,700,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,36,none,for free,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",116.66666666666667,700.0
no checking account,24,critical account/other credits existing,education,5507,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown/no property,44,none,for free,2,skilled employee/official,1,no,yes,1,False,"(40, 50]",229.45833333333334,5507.0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,3190,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",177.22222222222223,3190.0
... < 100 DM,48,no credits taken/all credits paid back duly,radio/television,7119,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,unknown/no property,53,none,for free,2,skilled employee/official,2,no,yes,0,True,"(50, 60]",148.3125,3559.5
no checking account,24,existing credits paid back duly till now,car (used),3488,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,car or other,23,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",145.33333333333334,3488.0
0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1113,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,no,yes,1,False,"(18, 30]",61.833333333333336,556.5
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),7966,... < 100 DM,... < 1 year,2,male : single,none,3,car or other,30,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",306.38461538461536,7966.0
no checking account,15,critical account/other credits existing,retraining,1532,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,car or other,31,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",102.13333333333334,1532.0
no checking account,4,critical account/other credits existing,domestic appliances,1503,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,2,unskilled - resident,2,no,yes,1,False,"(40, 50]",375.75,751.5
... < 100 DM,36,existing credits paid back duly till now,domestic appliances,2302,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,4,car or other,31,none,rent,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",63.94444444444444,2302.0
... < 100 DM,6,existing credits paid back duly till now,car (new),662,... < 100 DM,... < 1 year,3,male : single,none,4,real estate,41,none,own,1,unskilled - resident,2,yes,yes,1,False,"(40, 50]",110.33333333333333,331.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,2273,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,none,own,2,skilled employee/official,2,no,yes,1,False,"(30, 40]",63.138888888888886,1136.5
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),2631,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,rent,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",175.4,2631.0
no checking account,12,delay in paying off in the past,car (used),1503,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,41,none,rent,1,skilled employee/official,1,no,yes,1,False,"(40, 50]",125.25,1503.0
no checking account,24,existing credits paid back duly till now,domestic appliances,1311,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,26,none,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",54.625,1311.0
no checking account,24,existing credits paid back duly till now,domestic appliances,3105,unknown/no savings account,... < 1 year,4,male : single,none,2,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",129.375,3105.0
... >= 200 DM / salary for at least 1 year,21,critical account/other credits existing,retraining,2319,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,car or other,33,none,rent,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",110.42857142857143,2319.0
... < 100 DM,6,existing credits paid back duly till now,car (new),1374,unknown/no savings account,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,75,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(60, 100]",229.0,1374.0
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,3612,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,37,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",200.66666666666666,3612.0
... < 100 DM,48,existing credits paid back duly till now,car (new),7763,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,42,bank,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,True,"(40, 50]",161.72916666666666,7763.0
... >= 200 DM / salary for at least 1 year,18,existing credits paid back duly till now,radio/television,3049,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,45,stores,own,1,unskilled - resident,1,no,yes,1,False,"(40, 50]",169.38888888888889,3049.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1534,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,real estate,23,none,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",127.83333333333333,1534.0
no checking account,24,delay in paying off in the past,car (new),2032,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,60,none,for free,2,skilled employee/official,1,yes,yes,1,False,"(50, 60]",84.66666666666667,2032.0
... < 100 DM,30,existing credits paid back duly till now,radio/television,6350,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,31,none,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",211.66666666666666,6350.0
... >= 200 DM / salary for at least 1 year,18,existing credits paid back duly till now,radio/television,2864,... < 100 DM,1 <= ... < 4 years,2,male : single,none,1,real estate,34,none,own,1,unskilled - resident,2,no,yes,0,True,"(30, 40]",159.11111111111111,1432.0
no checking account,12,critical account/other credits existing,car (new),1255,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,61,none,own,2,unskilled - resident,1,no,yes,1,False,"(60, 100]",104.58333333333333,1255.0
... < 100 DM,24,delay in paying off in the past,car (new),1333,... < 100 DM,unemployed,4,male : single,none,2,real estate,43,none,for free,2,skilled employee/official,2,no,yes,0,True,"(40, 50]",55.541666666666664,666.5
no checking account,24,critical account/other credits existing,car (new),2022,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,37,none,own,1,skilled employee/official,1,yes,yes,1,False,"(30, 40]",84.25,2022.0
no checking account,24,existing credits paid back duly till now,domestic appliances,1552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,bank,own,1,skilled employee/official,2,no,yes,1,False,"(30, 40]",64.66666666666667,776.0
... < 100 DM,12,all credits at this bank paid back duly,domestic appliances,626,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",52.166666666666664,626.0
no checking account,48,critical account/other credits existing,car (used),8858,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,1,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",184.54166666666666,8858.0
no checking account,12,critical account/other credits existing,education,996,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",83.0,996.0
no checking account,6,all credits at this bank paid back duly,domestic appliances,1750,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,45,bank,own,1,unskilled - resident,2,no,yes,1,False,"(40, 50]",291.6666666666667,875.0
... < 100 DM,48,existing credits paid back duly till now,domestic appliances,6999,... < 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee/official,1,yes,yes,0,True,"(30, 40]",145.8125,6999.0
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),1995,100 <= ... < 500 DM,... < 1 year,4,male : single,none,1,car or other,27,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",166.25,1995.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,retraining,1199,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,67,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(60, 100]",133.22222222222223,1199.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1331,... < 100 DM,... < 1 year,2,male : single,none,1,car or other,22,stores,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",110.91666666666667,1331.0
0 <= ... < 200 DM,18,no credits taken/all credits paid back duly,car (new),2278,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,3,car or other,28,none,own,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",126.55555555555556,2278.0
no checking account,21,no credits taken/all credits paid back duly,car (new),5003,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,29,bank,own,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",238.23809523809524,5003.0
... < 100 DM,24,all credits at this bank paid back duly,radio/television,3552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",148.0,3552.0
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,1928,... < 100 DM,... < 1 year,2,male : single,none,2,real estate,31,none,own,2,unskilled - resident,1,no,yes,0,True,"(30, 40]",107.11111111111111,1928.0
... < 100 DM,24,existing credits paid back duly till now,car (used),2964,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,49,bank,for free,1,skilled employee/official,2,yes,yes,1,False,"(40, 50]",123.5,1482.0
... < 100 DM,24,all credits at this bank paid back duly,domestic appliances,1546,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,car or other,24,bank,rent,1,unskilled - resident,1,no,yes,0,True,"(18, 30]",64.41666666666667,1546.0
... >= 200 DM / salary for at least 1 year,6,delay in paying off in the past,domestic appliances,683,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,29,bank,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",113.83333333333333,683.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),12389,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,4,unknown/no property,37,none,for free,1,skilled employee/official,1,yes,yes,0,True,"(30, 40]",344.1388888888889,12389.0
0 <= ... < 200 DM,24,delay in paying off in the past,others,4712,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",196.33333333333334,4712.0
0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,1553,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,rent,2,skilled employee/official,1,yes,yes,1,False,"(18, 30]",64.70833333333333,1553.0
... < 100 DM,12,existing credits paid back duly till now,car (new),1372,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,none,3,car or other,36,none,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",114.33333333333333,1372.0
no checking account,24,critical account/other credits existing,domestic appliances,2578,... >= 1000 DM,... >= 7 years,2,male : single,none,2,car or other,34,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",107.41666666666667,2578.0
0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,3979,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,1,car or other,41,none,own,2,skilled employee/official,2,yes,yes,1,False,"(40, 50]",82.89583333333333,1989.5
... < 100 DM,48,existing credits paid back duly till now,domestic appliances,6758,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,31,none,own,1,skilled employee/official,1,yes,yes,0,True,"(30, 40]",140.79166666666666,6758.0
... < 100 DM,24,existing credits paid back duly till now,radio/television,3234,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,yes,yes,0,True,"(18, 30]",134.75,3234.0
no checking account,30,critical account/other credits existing,domestic appliances,5954,... < 100 DM,4 <= ... < 7 years,3,male : single,co-applicant,2,car or other,38,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",198.46666666666667,5954.0
no checking account,24,existing credits paid back duly till now,car (used),5433,unknown/no savings account,unemployed,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,26,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(18, 30]",226.375,5433.0
... < 100 DM,15,existing credits paid back duly till now,others,806,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,own,1,unskilled - resident,1,no,yes,1,False,"(18, 30]",53.733333333333334,806.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1082,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",120.22222222222223,1082.0
no checking account,15,critical account/other credits existing,radio/television,2788,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",185.86666666666667,2788.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,2930,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",244.16666666666666,2930.0
no checking account,24,critical account/other credits existing,retraining,1927,unknown/no savings account,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,33,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",80.29166666666667,1927.0
0 <= ... < 200 DM,36,critical account/other credits existing,car (new),2820,... < 100 DM,... < 1 year,4,male : divorced/separated,none,4,car or other,27,none,own,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",78.33333333333333,2820.0
no checking account,24,existing credits paid back duly till now,business,937,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,False,"(18, 30]",39.041666666666664,937.0
0 <= ... < 200 DM,18,critical account/other credits existing,car (new),1056,... < 100 DM,... >= 7 years,3,male : single,guarantor,3,real estate,30,bank,own,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",58.666666666666664,1056.0
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),3124,... < 100 DM,... < 1 year,1,male : single,none,3,real estate,49,bank,own,2,unskilled - resident,2,no,yes,1,False,"(40, 50]",260.3333333333333,1562.0
no checking account,9,existing credits paid back duly till now,radio/television,1388,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",154.22222222222223,1388.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2384,... < 100 DM,... < 1 year,4,male : single,none,1,unknown/no property,33,none,rent,1,unskilled - resident,1,no,yes,0,True,"(30, 40]",66.22222222222223,2384.0
no checking account,12,existing credits paid back duly till now,car (new),2133,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,4,unknown/no property,52,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(50, 60]",177.75,2133.0
... < 100 DM,18,existing credits paid back duly till now,radio/television,2039,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",113.27777777777777,2039.0
... < 100 DM,9,critical account/other credits existing,car (new),2799,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,36,none,rent,2,skilled employee/official,2,no,yes,1,False,"(30, 40]",311.0,1399.5
... < 100 DM,12,existing credits paid back duly till now,radio/television,1289,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,1,building society savings agreement/life insurance,21,none,own,1,unskilled - resident,1,no,yes,1,False,"(18, 30]",107.41666666666667,1289.0
... < 100 DM,18,existing credits paid back duly till now,repairs,1217,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,47,none,own,1,unskilled - resident,1,yes,yes,0,True,"(40, 50]",67.61111111111111,1217.0
... < 100 DM,12,critical account/other credits existing,radio/television,2246,... < 100 DM,... >= 7 years,3,male : single,none,3,building society savings agreement/life insurance,60,none,own,2,skilled employee/official,1,no,yes,0,True,"(50, 60]",187.16666666666666,2246.0
... < 100 DM,12,critical account/other credits existing,domestic appliances,385,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1,yes,yes,1,False,"(50, 60]",32.083333333333336,385.0
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,42,none,rent,2,skilled employee/official,1,yes,yes,1,False,"(40, 50]",81.875,1965.0
no checking account,21,existing credits paid back duly till now,others,1572,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1,no,yes,1,False,"(30, 40]",74.85714285714286,1572.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,20,none,rent,1,unskilled - resident,1,yes,yes,0,True,"(18, 30]",113.25,2718.0
... < 100 DM,24,all credits at this bank paid back duly,furniture/equipment,1358,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,40,stores,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(30, 40]",56.583333333333336,1358.0
0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,32,stores,own,1,unskilled - resident,1,no,yes,0,True,"(30, 40]",155.16666666666666,931.0
... < 100 DM,24,existing credits paid back duly till now,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,23,none,rent,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",60.083333333333336,1442.0
0 <= ... < 200 DM,24,no credits taken/all credits paid back duly,others,4241,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,real estate,36,none,own,3,unskilled - resident,1,yes,yes,0,True,"(30, 40]",176.70833333333334,4241.0
no checking account,18,critical account/other credits existing,car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,31,bank,own,2,skilled employee/official,1,no,yes,0,True,"(30, 40]",154.16666666666666,2775.0
no checking account,24,delay in paying off in the past,others,3863,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,unknown/no property,32,none,for free,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",160.95833333333334,3863.0
0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2329,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee/official,1,no,yes,1,False,"(40, 50]",332.7142857142857,2329.0
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,918,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,30,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",102.0,918.0
0 <= ... < 200 DM,24,all credits at this bank paid back duly,retraining,1837,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,34,bank,for free,1,unskilled - resident,1,no,yes,0,True,"(30, 40]",76.54166666666667,1837.0
